0.1	-1.4398966328953218	0.	0.25	-2.8316278291045176	0.8155174380713257
0.1	-1.3089969389957472	0.5	0.25	-3.006489306537946	0.926090171255516
0.1	-1.1780972450961724	1.	0.25	-2.3548351335359285	0.6995134198826185
0.1	-1.0471975511965976	1.	0.25	-2.97400155949302	0.7125735485248195
0.1	-0.9162978572970231	1.	0.25	-2.401509988782203	0.6999861668059161
0.1	-0.7853981633974483	1.	0.25	-2.9611574314926057	0.9950952849458583
0.1	-0.6544984694978736	1.	0.25	-3.186344449284882	0.754411967717611
0.1	-0.5235987755982988	0.5	0.25	-3.12582175732916	0.8691136250336845
0.1	-0.39269908169872414	1.	0.25	-3.216703507784336	0.7377754956325775
0.1	-0.2617993877991494	0.5	0.25	-2.937631551718487	0.7588857441826112
0.1	-0.1308996938995747	0.5	0.25	-2.9987691550476545	0.7055199830342438
0.1	0.	0.5	0.25	-2.897288090574933	0.7641849766436033
0.1	0.1308996938995747	0.5	0.25	-2.9870639475654928	0.8740129895840592
0.1	0.2617993877991494	0.5	0.25	-2.970554192088806	0.3845567477579195
0.1	0.39269908169872414	1.	0.25	-3.103657800963687	0.7215642379573729
0.1	0.5235987755982988	0.5	0.25	-2.8725355190342436	1.869269245052689
0.1	0.6544984694978736	1.	0.25	-3.0042549292355436	0.7169734973829127
0.1	0.7853981633974483	1.	0.25	-2.8256773758966256	0.7370033531263543
0.1	0.9162978572970231	1.	0.25	-2.3149724971691112	0.6992724953821706
0.1	1.0471975511965976	1.	0.25	-2.9858944276482635	0.6961346922585253
0.1	1.1780972450961724	1.	0.25	-2.257761337715065	0.695631172976126
0.1	1.3089969389957472	0.5	0.25	-2.8410280810896134	0.2987799174567285
0.1	1.4398966328953218	0.	0.25	-2.8091742058975937	0.37228059325583107
0.2	-1.4398966328953218	-0.5	0.25	-2.767566365784318	0.7893590483391095
0.2	-1.3089969389957472	-1.	0.25	-2.876855959731869	0.6660900467585011
0.2	-1.1780972450961724	0.5	0.25	-3.0944751799980423	0.41943159533416097
0.2	-1.0471975511965976	-0.5	0.25	-2.8175012206928556	0.7746832576233535
0.2	-0.9162978572970231	1.	0.25	-2.750442293159488	0.7806812701435605
0.2	-0.7853981633974483	-0.5	0.25	-2.897962222709228	0.7903605217320591
0.2	-0.6544984694978736	0.5	0.25	-3.0281643857176834	1.1516371936100838
0.2	-0.5235987755982988	-0.5	0.25	-2.694893950637657	0.49533473095937075
0.2	-0.39269908169872414	0.	0.25	-2.8910654813621806	0.47460230511293644
0.2	-0.2617993877991494	1.	0.25	-3.009307066758133	0.7789202074283916
0.2	-0.1308996938995747	-0.5	0.25	-2.845368564382318	0.431530591207818
0.2	0.	0.	0.25	-2.7211860817047797	0.79949339935813
0.2	0.1308996938995747	-0.5	0.25	-2.7737167151908304	0.5732006360827684
0.2	0.2617993877991494	1.	0.25	-2.760260320475092	0.8089522146626618
0.2	0.39269908169872414	0.	0.25	-2.884114306813303	0.5648393783113914
0.2	0.5235987755982988	-0.5	0.25	-2.555635266676982	0.19774918256771468
0.2	0.6544984694978736	0.5	0.25	-3.0402314142536877	0.9241145989634649
0.2	0.7853981633974483	-0.5	0.25	-2.938922320817768	0.4177111476022115
0.2	0.9162978572970231	1.	0.25	-2.6399469299626275	0.7229362370197692
0.2	1.0471975511965976	-0.5	0.25	-3.056382372399182	0.5471789307129498
0.2	1.1780972450961724	0.5	0.25	-3.0797800553108385	0.5907882455473006
0.2	1.3089969389957472	-1.	0.25	-2.8996225360809746	0.29825496955132613
0.2	1.4398966328953218	-0.5	0.25	-2.726970919887184	0.6120580203451016
0.3	-1.4398966328953218	0.	0.25	-2.9157592354698254	0.39468832532117704
0.3	-1.3089969389957472	0.5	0.25	-3.129926909183486	0.7480338734746608
0.3	-1.1780972450961724	0.	0.25	-3.066715069942437	1.1436944524245534
0.3	-1.0471975511965976	-1.	0.25	-2.858088212415702	1.2059998280911977
0.3	-0.9162978572970231	1.	0.25	-3.045252714539161	0.9925856332564353
0.3	-0.7853981633974483	-1.	0.25	-2.760965318740499	0.9206475684537226
0.3	-0.6544984694978736	0.5	0.25	-2.697335696982534	0.7450760889740057
0.3	-0.5235987755982988	-0.5	0.25	-2.833376074420618	1.4690192749919446
0.3	-0.39269908169872414	1.	0.25	-2.7176771716929014	0.35118640823553715
0.3	-0.2617993877991494	0.5	0.25	-2.7402957971836903	0.6816386859186854
0.3	-0.1308996938995747	1.	0.25	-2.6627969096380233	0.44605744317571494
0.3	0.	1.	0.25	-2.858878608428223	0.7721737497031054
0.3	0.1308996938995747	1.	0.25	-2.672298930788637	0.5910933126746276
0.3	0.2617993877991494	0.5	0.25	-2.7574514112245594	0.8152249697789234
0.3	0.39269908169872414	1.	0.25	-2.6437826976601912	1.036772830486176
0.3	0.5235987755982988	-0.5	0.25	-2.728066954371103	0.1766243859161316
0.3	0.6544984694978736	0.5	0.25	-2.8190416898978743	1.5108575640410127
0.3	0.7853981633974483	-1.	0.25	-2.6540061679246167	0.19279745772275225
