Mass	Q	chi1	chi2	theta1	theta2	phi2-phi	Mismatch	Error
37.5	4.	0.8	0.5	2.0972116636563176	2.4003157939017923	2.3795810755835674	-1.896078948621394	0.3622898485975894
37.5	4.	0.8	0.8	2.056166034114658	0.2875272844698008	0.005779277026619927	-1.9637846455563899	0.2698018817620282
37.5	4.	0.8	0.5	1.8292098817660405	2.0919398140479344	2.3504799383198467	-1.884021893428803	0.2322907937943205
37.5	3.1633294308785294	0.8	0.8	1.764608266738885	1.171417395999847	-0.000084563972553588	-1.9390909009234574	0.23338914877200834
37.5	4.	0.8	0.5	1.5707963267948966	1.5707963267948966	4.053169576972755	-2.0360386185918866	0.1610812702063109
37.5	3.1633294308785294	0.8	0.8	1.3769888069640421	1.9701034049710469	-0.000010242098751525721	-2.2411966365277705	0.16884893638280685
37.5	4.	0.8	0.5	1.3125515771762928	1.0448285877184795	2.3548601817589683	-2.0867761882318696	0.16142114901248752
37.5	4.	0.8	0.8	1.0854265343104283	2.8540695546073533	-3.0898788381563065e-9	-2.0761626154579145	0.21799463931934618
37.5	4.	0.8	0.5	1.0445527882133157	0.7356275588097894	2.3905576275036493	-1.9594371251253657	0.20337937732850445
37.5	4.	0.8	0.8	0.813627584281289	2.2664919169084556	-8.976913213969015e-10	-2.169249544536054	0.22281624892227606
37.5	4.	0.8	0.5	0.776227380301313	0.2610272511355053	3.207984940345496	-2.1840032946655934	0.1739796099137629
37.5	4.	0.8	0.8	0.5610855103244461	1.6306733761802035	-3.6130739724983666e-9	-2.1858915373171928	0.16672578615006545
37.5	4.	0.8	0.8	0.5293426858184689	0.4221625313609677	2.2998057660525957	-2.0649575773400928	0.27991456098285467
37.5	4.	0.8	0.8	0.3276416193026411	0.979919815507887	1.4480345982519641e-9	-2.3643518931982865	0.46151969648420066
37.5	4.	0.8	0.8	0.26245077961336466	0.2511527323763231	1.0979565272708975	-2.2253145828778207	0.2751710514666202
37.5	4.	0.8	0.8	3.141592653589793	3.141592653589793	0.	-2.3700692386857076	0.25257761057972794
37.5	4.	0.8	0.8	0.	0.	0.	-2.050539609810831	0.6441298930172801
37.5	4.	0.715	0.8	3.141592653589793	3.141592653589793	0.	-2.425581528288259	0.5139902946419093
37.5	4.	0.63	0.8	3.141592653589793	3.141592653589793	0.	-2.6566465445485186	0.9649327135607816
37.5	4.	0.545	0.8	3.141592653589793	3.141592653589793	0.	-2.7248923111170833	0.8762087815420656
37.5	4.	0.45999999999999996	0.8	3.141592653589793	3.141592653589793	0.	-2.578471552434776	0.7313451028337334
37.5	4.	0.37500000000000006	0.8	3.141592653589793	3.141592653589793	0.	-2.4922864039792247	1.03897592050362
37.5	4.	0.29	0.8	3.141592653589793	3.141592653589793	0.	-2.7865713019658376	1.405022805024982
37.5	4.	0.20500000000000002	0.8	3.141592653589793	3.141592653589793	0.	-2.4885188970536687	3.4626090548674817
37.5	4.	0.12	0.8	3.141592653589793	3.141592653589793	0.	-2.5507368498547973	3.220310277401952
37.5	4.	0.034999999999999996	0.8	3.141592653589793	3.141592653589793	0.	-2.4264720095031844	2.510750972062947
37.5	4.	0.135	0.8	0.	3.141592653589793	0.	-2.3053282350627566	1.7787212281960079
37.5	4.	0.21999999999999997	0.8	0.	3.141592653589793	0.	-2.2413488460252444	1.483559671127767
37.5	4.	0.305	0.8	0.	3.141592653589793	0.	-2.1729261830524567	1.2371994165185063
37.5	4.	0.38999999999999996	0.8	0.	3.141592653589793	0.	-2.264579093087438	1.4802188276883503
37.5	4.	0.4750000000000001	0.8	0.	3.141592653589793	0.	-2.282162311896519	0.11228577441753074
37.5	4.	0.56	0.8	0.	3.141592653589793	0.	-2.2705616643867987	1.3905109697375742
37.5	4.	0.6450000000000001	0.8	0.	3.141592653589793	0.	-2.5552938040709066	2.479967760590744
37.5	4.	0.7299999999999999	0.8	0.	3.141592653589793	0.	-2.5059571282657025	1.9718621322983747
37.5	4.	0.8	0.5600000000000007	0.	3.141592653589793	0.	-2.2863613746250557	1.1565808127378645
37.5	4.	0.8	0.8	3.01	3.022	4.161	-2.411222201091557	0.3841459384007814
37.5	4.	0.8	0.8	0.13159265359	0.11959265359	4.161	-2.2076807711395663	0.43703524257232995
75	2.4738148017364106	0.2	0.8	2.613037831276493	1.038402758557847	3.09284782789764	-2.8467961405554933	0.8632391802725952
75	1.8571428571428572	0.2	0.5	2.0918354865485282	1.7428077465660858	3.1415927909397827	-3.0034967610290364	0.5821961945212478
75	1.	0.8	0.8	1.3418818922066498	2.0694181772476794	3.141579959338126	-2.2939838420650007	1.4870224406383203
75	1.	0.2	0.2	2.583618960394038	1.6648399176307518	2.8917268395297366	-2.9810190711497593	1.79728537736495
75	1.	0.8	0.8	2.3174633218168417	1.0889634546792402	3.1415176568806245	-2.337001584999467	1.4364051539465592
75	1.	0.2	0.2	1.5745730072782427	2.4427006450094155	2.3606608113773726	-3.080935624550647	1.1161951812283344
75	1.	0.2	0.2	1.3029150058677719	2.7571873297188096	2.226802322951408	-3.1642639223822013	1.0965196168946554
75	1.8571428571428572	0.2	0.5	2.3379614054308013	1.031550206442213	2.3709567834536682	-3.214633554176778	0.6280632480115839
75	1.	0.2	0.2	1.023284873818668	2.784518869646149	1.5668319381473155	-3.2153546569487514	1.2830418840407678
75	1.8571428571428572	0.2	0.8	0.7763195896854678	2.432388187106935	2.3380524593255294	-2.961703850152022	0.8527350540812021
75	1.8571428571428572	0.2	0.8	2.882905881097226	0.705789252608118	2.4130641409017985	-3.0433120714096185	0.4462874150102772
75	1.8571428571428572	0.2	0.5	1.5707963267948966	1.5707963267948966	3.767033284510273	-2.9404840999456923	0.6388079698500343
75	1.8571428571428572	0.2	0.8	0.2653896222071728	2.4334983227462716	2.406834211004793	-3.0528312334887273	0.5793649891175989
75	1.8571428571428572	0.2	0.8	2.368065683780258	0.7066135581374801	2.3355090288814084	-3.019346989221698	0.3374191064724164
75	1.	0.2	0.2	2.118569735601391	0.3564333700486144	1.565730003592711	-3.045131080665299	1.4950335861040238
75	1.8571428571428572	0.2	0.5	0.8081774901113783	2.1047774720127346	2.3743666212872454	-2.9858885919467237	0.5736541577551161
75	1.	0.2	0.2	1.847702662403788	0.3605198338862784	2.2386630855621963	-2.9819722648020353	1.583831504954284
75	1.	0.2	0.2	1.5676620199970863	0.6978929686682659	2.360777262342211	-2.928491843270891	1.7351036872140428
75	1.	0.8	0.8	0.8241293087363977	2.0526292179560546	3.1416418059803117	-2.2307405217933125	1.5202566082035547
75	1.	0.2	0.2	0.565299449679115	1.472832832821121	2.8708948043178126	-2.936615181502331	1.8495540559312318
75	1.	0.793667130480461	0.8000133567962622	1.8281524066133197	1.0428080606801133	3.1368692809965824	-2.174118423627812	1.5757602829715303
75	1.8571428571428572	0.2	0.5	1.0497570174650774	1.3987848675737835	3.141592788949478	-2.991631105570203	0.4145923905439375
75	2.4738148017364106	0.2	0.8	0.5320608821028424	2.1000342269323373	3.085403054704076	-2.9329917789591655	0.5140916003049137
75	3.1633294308785294	0.2	0.8	2.611830571372854	1.7501661616026993	3.1072718744453915	-2.8476549209957733	0.6745680001941344
75	4.	0.2188388017032146	0.7990999275185281	2.8758480842745806	0.348022778008993	3.1449095634398816	-2.9404647654326426	0.3586984259070645
75	1.8571428571428572	0.2	0.2	2.864767811494787	2.4736684972084646	-1.1424830722186697e-10	-3.1997859307290435	0.26755063701892545
75	3.1633294308785294	0.2	0.2	2.626710788914279	0.9964722844952205	2.4193737022038566	-3.06027093918306	0.4466936262920726
75	1.	0.5	0.5	2.6194588670186474	1.3936490437083346	3.089118980802504	-2.732937346677169	0.8634280249037846
75	3.1633294308785294	0.2	0.8	2.614546307454054	1.0526226194151937	1.566574048329291	-2.9524084156756683	0.46689274993023416
75	1.8571428571428572	0.2	0.2	2.1103597094275552	2.769159260831407	0.7348366121093021	-3.104416440617494	0.5841008582720609
75	3.1633294308785294	0.2	0.8	1.8504266028257579	2.0808285713336643	2.3748110905915674	-2.7211422468017656	0.3436647082661486
75	2.4738148017364106	0.2	0.2	1.830549556800736	2.7945268574858386	3.1199479868790445	-2.9930639604347555	0.4469898726182194
75	1.	0.5	0.5	0.7698651194893754	2.803173440463473	1.5655230706913938	-2.9886822222567226	0.9542057118738877
75	3.1633294308785294	0.2	0.5	1.5692193441000222	2.092804711026776	2.367034608626668	-2.941171355434972	0.3111879141527505
75	2.4738148017364106	0.2	0.8	1.5707963267948966	1.5707963267948966	4.35676520188948	-2.6579660380465047	0.9879465462408695
75	3.1633294308785294	0.2	0.5	1.5724213895166854	1.0485662626857348	2.367125743383722	-2.800651885847655	0.37969138682611475
75	1.	0.5	0.5	2.3715135842360304	0.33886754160998106	1.5666000348494962	-2.696643755857332	0.8009817667145671
75	2.4738148017364106	0.2	0.2	1.3110449657749355	0.34703329078349815	3.1247753606929964	-2.971738289606238	0.45939481966952533
75	3.1633294308785294	0.2	0.8	1.2942210174251272	1.0523235066607661	2.3798640934456947	-2.6478470092291264	0.31174804702604997
75	1.8571428571428572	0.2	0.2	1.0317770134584565	0.36798314339307536	0.7242694577898638	-3.129726854052358	0.6716872670051613
75	3.1633294308785294	0.2	0.8	0.5273843076605963	2.0884804451936265	1.5676107763157794	-2.972226967283454	0.314758909464381
75	1.	0.5	0.5	0.5230818698213144	1.7474626639735968	3.076760642520662	-2.603268133523196	1.0259261349120747
75	3.1633294308785294	0.2	0.2	0.5148777484876945	2.145144528037091	2.4193310731941917	-3.1098939724272676	0.3724449647416328
75	1.8571428571428572	0.2	0.2	0.2768248421940848	0.6679241559724641	5.866417922336381e-11	-3.271031791744375	0.6017005333103271
75	4.	0.2	0.5	0.2546183966257242	2.790577662685386	2.793240202881958	-2.9521537795433894	0.2113752117536448
75	3.1633294308785294	0.2	0.8	0.5302353915611763	1.3908181201425607	3.115765130391895	-2.713523655868323	0.5925982277933279
75	2.4738148017364106	0.2	0.8	2.8881815407778593	2.856407509927321	2.27088932788019	-3.167630874553302	0.3636043454966516
75	1.8571428571428572	0.5	0.5	2.8803730694005876	0.7101317916794336	2.350646907040364	-3.2111781167139175	0.44339489763878775
75	2.4738148017364106	0.2	0.8	2.609847499268423	2.84271150079268	1.436284959246114	-3.162306051875182	0.44809996428696486
75	4.	0.20053804941632858	0.8011780731123167	2.6192088397549953	2.791938632655827	0.05762572991002153	-2.9492265921745746	0.46499021027906806
75	1.	0.2	0.5	1.8140161627822293	2.7918780790106177	0.06139499931612788	-3.0977892548528847	0.7955634094193452
75	4.	0.2	0.8	2.360688766430507	2.4420446064586843	0.7537762021557582	-2.834325759571671	0.49192782388360995
75	1.8571428571428572	0.2	0.8	2.870104728963818	1.7549460720753038	1.4352300938405727e-7	-2.706848165915284	0.8621753673537257
75	3.1633294308785294	0.2	0.8	2.105560641889202	2.0863934916919438	0.8283371437842303	-2.897599204929083	0.3525859513046379
75	1.	0.2	0.8	0.8202977232103961	2.074611939264946	3.141489630524298	-2.6824745699230195	0.38916407181356893
75	1.8571428571428572	0.2	0.8	2.354037668311092	1.3924830443449079	0.7929432123748189	-2.7500252835890002	0.3565625334926709
75	1.	0.2	0.8	1.3166479687112786	1.7409780104874777	3.1415935963633372	-2.636850617238482	0.4604537383173299
75	1.	0.5	0.5	1.5707963267948966	1.5707963267948966	4.4285948711763625	-2.8325441883858797	0.8507161862168598
75	1.	0.2	0.8	1.824979243865008	1.4006114879196079	3.141594950860962	-2.6315625747594957	0.5151107635518731
75	1.8571428571428572	0.2	0.8	0.7888836567625361	1.748284202599275	0.7958718112716998	-2.7786441901296506	0.5621524224641139
75	1.	0.2	0.8	2.321295147666495	1.0669806568812152	3.1414970494028482	-2.587056075634104	0.6125774628131436
75	3.1633294308785294	0.2	0.8	1.0375354676211563	1.0514739698699704	0.8290356555809621	-2.694648282719882	0.18524407641670526
75	1.8571428571428572	0.2	0.8	0.2714880904679127	1.386646542476643	0.0011811208454803519	-2.8409800282508297	0.5235247800683654
75	4.	0.2	0.8	0.7822635666097604	0.6935751251659117	0.7540457209991724	-2.622497428040276	0.14879445335134245
75	1.	0.2	0.5	1.3279313519550822	0.3493132999282064	-3.5108064549735755e-9	-2.9374272718838603	0.8171652786381737
75	4.	0.2006056774789161	0.800102483318963	0.5225852189855753	0.34820874888981335	0.01704700062511221	-2.5430460871107576	0.2510396725147986
75	2.4738148017364106	0.2	0.8	0.528301343324446	0.30779625726793514	1.4350980971182388	-2.8190293139111104	0.38004719271517934
75	1.8571428571428572	0.5	0.5	0.26137424301544415	2.4312495174704365	2.3511962828836266	-2.831177482292155	0.7095090125111817
75	2.4738148017364106	0.2	0.8	0.2589673411504325	0.27742873866578893	2.289433058706587	-2.7911620499057888	0.32697532821186565
75	1.8571428571428572	0.5	0.2	3.132022380475667	1.7554386413490188	-1.7747817725857848e-9	-3.063238101200397	0.5464324264315934
75	1.	0.8	0.2	3.127510351283769	1.7763465303840542	-5.590292866870427e-9	-3.214008841612082	0.47299316351210763
75	1.8571428571428572	0.5	0.8	2.633390332507633	1.7398019412289938	2.356024222561225	-2.795184689160867	0.39496439789151283
75	2.4738148017364106	0.5	0.5	2.6221513528447415	0.7006652064900658	2.91745755903109	-2.8669787848485124	0.31239062903680775
75	1.8571428571428572	0.5	0.5	2.618632401912736	1.4004788004529134	1.567038845639494	-2.9944036659090845	0.3444872047321213
75	1.	0.8	0.8	1.575505520963679	2.441252484462972	2.3604941050492108	-2.7057221763176407	0.3539294671517736
75	1.	0.8	0.5	2.8883880587161186	1.05956501598254	0.16175229814671915	-2.791835739332013	0.3837785260378011
75	1.8571428571428572	0.5	0.8	2.5960060613779596	0.7488637152148933	0.38958341343094866	-2.8751732302744926	0.46941098099185746
75	1.	0.2	0.8	2.8955742113173906	1.7455718924138723	3.1415926422482268	-2.756415161042929	0.4290512751149365
75	1.	0.2	0.8	0.5472607585874968	2.0887271354444596	0.7768867618216606	-2.695752940913082	0.45860133578825285
75	1.	0.8	0.2	1.8406190435690908	1.0492836488613557	1.5539719849526876	-2.6921628639077437	0.4124711547458091
75	1.	0.5	0.5	1.5707963267948966	1.5707963267948966	4.996183089593028	-2.7877068874717494	0.8652334532114055
75	1.	0.8	0.2	1.3021983482993065	2.086870950977783	1.556225986349825	-2.7396508066903555	0.7513415009697282
75	1.	0.2	0.8	2.5994734060206435	1.0520987907049362	0.7616348964599697	-2.695810765166355	0.5690568856749345
75	1.	0.2	0.8	0.2464084684823374	1.3959966288444734	3.08645992553748	-2.6906054969217394	0.6158957630484662
75	1.8571428571428572	0.5	0.8	0.5376280228302855	2.4058117898824003	0.19162771594089925	-2.9844462463114563	0.7408653331886832
75	1.	0.8	0.5	0.2520603453554434	2.0825529746688964	0.10675266002177082	-2.599737549789015	0.4733932260774563
75	1.	0.8	0.8	1.56863137172105	0.6963831401656587	2.360955511931389	-2.3475997348047892	0.45651908691294596
75	1.8571428571428572	0.5	0.5	0.5231183855248978	1.740837424051452	1.567546558454223	-2.8190149992481426	0.5751860932165952
75	2.4738148017364106	0.5	0.5	0.5220711349182234	2.428596902650037	2.946134700702408	-2.717062365948295	0.5708397333590312
75	1.8571428571428572	0.5	0.8	0.5120736824252965	1.3976554282575895	2.359321441826838	-2.572698531219616	0.47485429777527827
75	1.	0.8	0.2	0.01408229629620455	1.365246134485522	3.5234527498369134e-9	-2.8279690542890545	1.0724261997876723
75	1.8571428571428572	0.5	0.2	0.009570275572798569	1.3861540143790239	-2.65706998408667e-9	-2.972825345662127	0.964875410817259
75	3.1633294308785294	0.5	0.8	2.8679884550270347	1.391216454887508	3.1118542450686624	-2.8020662083270564	0.4367455761259101
75	2.4738148017364106	0.4109321636310151	0.7730025066257066	2.835376595810385	3.1121375207750526	0.06282749579877779	-2.945841756721697	0.3371744377414844
75	2.4738148017364106	0.5	0.8	2.614152671538951	2.077788633293497	2.3594368885577124	-2.600072786782877	0.33583846602256173
75	2.4738148017364106	0.5	0.2	2.614760621996694	2.9866005056144744	0.2249762726998998	-2.8239698271962412	0.46781892287366217
75	1.8571428571428572	0.5	0.5	2.609961308262454	2.153377086867365	0.5941319310653066	-2.870818660650856	0.3661781653261953
75	2.4738148017364106	0.5	0.2	2.365366387253092	2.329128574954559	1.6769512935629038	-2.619113612789182	0.59400389369946
75	1.	0.8	0.8	3.1342920738312587	1.3978780745138721	0.44168110589597864	-2.5554153237870616	0.258415483741128
75	2.4738148017364106	0.5	0.2	2.1051394398617504	1.9978715016143165	1.719040571182803	-2.5296556820982046	0.5192476480513629
75	2.4738148017364106	0.5	0.5	1.8305524939930196	2.794474817624987	3.1138967198853966	-2.4668254813328683	0.4218411532471616
75	2.4738148017364106	0.5	0.2	1.8446736550477052	1.6806932743381782	1.7647825028759307	-2.4535336935955145	0.3976243616966315
75	1.	0.20325682531753606	0.8009232687695231	1.5938379492926984	1.7431118586533012	0.10075913100924803	-2.755496817205695	0.5098004614775556
75	2.4738148017364106	0.5	0.2	1.5707963267948966	1.5707963267948966	4.46349657733935	-2.437878845730095	0.26259576352588326
75	1.	0.20393275319963403	0.800125038201273	1.5649981649864337	1.393864557694424	0.03820949760986917	-2.7063932928857275	0.6232962729181245
75	2.4738148017364106	0.5	0.2	1.2979696366042017	1.4453140922072893	1.7694190439672106	-2.501957453298105	0.30947823367097055
75	2.4738148017364106	0.5	0.5	1.3110460781713467	0.34701394578063405	3.1284659291250123	-2.4229804946648623	0.2486092873696861
75	2.4738148017364106	0.5	0.2	1.0370416594507366	1.1351904985296635	1.7244136805165573	-2.550527656103043	0.3345835947379192
75	1.	0.8	0.8	0.006605712798060742	1.743719481511139	3.8596250734564995e-9	-2.414793903257198	0.3982864876268961
75	2.4738148017364106	0.5	0.2	0.7764372561254169	0.809343998276962	1.6802432999216557	-2.5898466591295457	0.3841551179457981
75	1.8571428571428572	0.5	0.5	0.5353978515870097	0.9802831673134539	0.6149568273705178	-2.8791205073417356	0.6479410539646887
75	2.4738148017364106	0.5	0.2	0.5268761311183727	0.1526025388580771	0.1162679676481908	-2.572281191232424	0.5032480253648032
75	2.4738148017364106	0.5	0.8	0.5277962565832276	1.0630190362106635	2.360891950685052	-2.418132469520506	0.35946516719447325
75	2.4738148017364106	0.4127946159753128	0.7645044420369003	0.3096441188102763	0.01447285901528111	0.07506041564247003	-2.8537791421619705	1.0160667348854777
75	3.1633294308785294	0.5	0.8	0.2737862763303259	1.7500633703768815	3.1415926193291397	-2.495753882658204	0.35742663944963976
75	1.	0.5802071552092811	0.761533301577768	2.970401545446528	2.820883843499048	0.443409424432916	-3.2174981825841766	0.28655286831688276
75	4.	0.4852338939029454	0.44735779138323567	2.866534290998926	2.730335119716212	3.48419230487765	-2.788178238223045	0.3980250296808825
75	3.1633294308785294	0.5	0.8	2.879160630476684	2.0870670661207655	0.12947395291488853	-2.727541537802668	0.5354307620347478
75	2.4738148017364106	0.5016918796477725	0.8010232940009006	2.6179573488451355	2.7908417399322083	0.05395588069766727	-2.7326999178639038	0.5468250326303441
75	1.	0.8	0.5	2.3552808664249265	2.797165947398665	0.2639233603720339	-2.9216185175024822	0.4196187986613711
75	2.4738148017364106	0.5	0.8	2.3602012813274373	2.443461476797363	0.7346553701985279	-2.6442040827039404	0.4838674850193409
75	1.8571428571428572	0.8	0.5	2.0978795558091856	2.0581145486232897	3.1429555681865238	-2.4177771035465	0.41738355679592215
75	1.	0.5	0.8	2.10703673513402	2.0905687943105247	0.8063160583663468	-2.792024855080236	0.4632409743291449
75	4.	0.5	0.8	2.0831002740793534	0.05485120111731634	0.02675063649401381	-2.3439816569336234	0.34849517320055445
75	4.	0.5	0.5	1.8274958657658968	1.733195664431628	3.141596625716601	-2.3687725569225715	0.23269248098201076
75	3.1633294308785294	0.5	0.8	1.5662861469760072	2.8281814122966686	0.9248542421486619	-2.508771271531232	0.2482296478231265
75	3.1633294308785294	0.5	0.2	1.5707963267948966	1.5707963267948966	6.096768278540375	-2.5009165781144236	0.2519680020997574
75	3.1633294308785294	0.5	0.8	1.5763637960737118	0.29120101203550025	0.8631592458453164	-2.2219321930784055	0.23358931402890742
75	4.	0.5	0.5	1.3140963897531732	1.408396768387557	3.141594418152975	-2.2575178634302002	0.22805438392156516
75	4.	0.5	0.8	1.0584922521203706	3.0867618488171535	-8.127647305623024e-8	-2.4376120435741035	0.1981306141930894
75	1.	0.5	0.8	1.0417969437118524	1.0465260700968897	0.8058302837559456	-2.568234064738753	0.5005077223248555
75	1.8571428571428572	0.8	0.5	1.0437132877103217	1.0834770797728621	3.141599672608165	-2.317203409972196	0.3110651264421934
75	2.4738148017364106	0.5	0.8	0.7844490726364635	0.6851981272460902	0.7346514428905739	-2.4910135389872043	0.41882622303683775
75	1.	0.5619839560515719	0.7542665906512871	0.9309712760116094	0.3806927393202957	0.08108403220872976	-2.5386880548195303	0.7231029832890672
75	2.4738148017364106	0.5021300503719409	0.7985975460548348	0.5242464119011137	0.3474718604869302	0.010234403404092573	-2.6575595538863723	0.6800217953137005
75	3.1633294308785294	0.5	0.8	0.26321378521086986	1.053062860842474	0.17575825086799515	-2.4330680156082187	0.3668035774548652
75	4.	0.4852669882268909	0.4460212469039964	0.2748716721938871	0.40944822626277194	3.485182094266947	-2.4606187940044686	0.25899316652009075
75	1.	0.5698185049072176	0.7685048257053534	0.15570399422435832	0.31156467870602544	0.3728098419961488	-2.6593100885256886	1.395816465648663
75	1.	0.8	0.8	2.868800753114677	2.75101305237817	2.5082545624212944	-3.0845644613354035	0.7934711416556769
75	1.8571428571428572	0.8	0.5	2.895883448709442	2.28190658004764	1.6635926521478794	-3.020080182301933	0.7986250052608208
75	1.	0.8	0.8	3.122700396521999	2.432948683573738	7.995697306196255e-9	-2.962273762866125	0.3325387350154355
75	2.4738148017364106	0.8	0.5	2.6267438270507757	0.9726958842368787	2.4407031659379594	-2.5094954141178385	0.47980229756345133
75	1.8571428571428572	0.8	0.5	2.624712529117275	1.706123755387044	0.8210919845405424	-2.6603573289055094	0.5602373136710364
75	1.8571428571428572	0.8	0.5	2.3511596904140686	2.110409818980138	1.5394311261107354	-2.5509059870583757	0.3994563020031256
75	1.8571428571428572	0.8	0.5	2.1092771229661293	2.8396459997801125	2.349892737739611	-2.4519381552887154	0.3357550978772582
75	1.8571428571428572	0.8	0.8	2.3618714197422332	1.03590770604249	0.7868841268641344	-2.4419635138711984	0.4421357788005942
75	1.8571428571428572	0.8	0.5	1.837248553234769	2.754878667552088	1.7238365103221573	-2.3014941270781497	0.3470391768870747
75	1.8571428571428572	0.8	0.8	1.572448163944007	3.1408324056183803	0.010324038713727652	-2.24095760411642	0.40735634817556277
75	1.8571428571428572	0.8	0.8	1.5732742088392186	2.0928269591785753	1.5890191574203534	-2.1628913604370283	0.3571876847370652
75	1.	0.8	0.8	1.5707963267948966	1.5707963267948966	5.272464286611272	-2.461141218234148	0.4696350890074967
75	1.8571428571428572	0.8	0.8	1.569599786849331	1.0436597979163988	1.588339755314573	-2.2526093006150334	0.3470712037343035
75	1.8571428571428572	0.8	0.8	1.56914448967417	0.0007602075090105322	0.	-2.2169264719154524	0.21686143939239866
75	1.8571428571428572	0.8	0.5	1.3046882360170848	0.3818267562815009	1.7261884734348243	-2.2385795558555426	0.22867979629670385
75	1.8571428571428572	0.8	0.8	0.780727606639598	2.1028493218042765	0.7944144828393266	-2.6427273994074034	0.5744094423699897
75	1.8571428571428572	0.8	0.5	1.0323202653696075	0.3018714732999508	2.3501705301175897	-2.1943848326702806	0.41607022554449696
75	1.8571428571428572	0.8	0.5	0.7916306923565609	1.0256954782107284	1.5440755462404625	-2.3145509129694255	0.5279883422214185
75	1.8571428571428572	0.8	0.5	0.518335227895951	1.43145785939766	0.8322363019006069	-2.583878726481329	0.5763380207552363
75	2.4738148017364106	0.8	0.5	0.5156760384770718	2.1640750215937516	2.4491941482299966	-2.1352131737231392	0.24062070428495808
75	1.	0.7766128582096602	0.8336693713241377	0.02724633926095775	0.7123784373983866	2.036095772986105	-2.4405864541502065	0.7324037422381625
75	1.8571428571428572	0.8	0.5	0.2508902158031121	0.8503745850100881	1.6946654519900601	-2.4264917930455825	0.8936614933548537
75	1.	0.8	0.8	0.36005933476715263	0.31162977894929933	2.446791868892517	-2.6360679510806597	1.0046847271437451
75	2.4738148017364106	0.8	0.8	2.878991253095286	2.2124693007366156	3.141590776401842	-2.735300106748277	0.29396209349827707
75	3.1633294308785294	0.8197693686279928	0.7624074731774726	2.8613234817344164	0.6719884137441947	3.141591593727254	-2.664101665622624	0.3553702997685836
75	1.8571428571428572	0.8	0.8	2.864591148247864	2.473924480614892	0.04564446314590484	-2.7169787199769817	0.4074540914349899
75	3.1633294308785294	0.8	0.8	2.627408393285379	0.9923749426102169	2.4121627604808573	-2.375725086194659	0.3464845659015434
75	2.4738148017364106	0.8	0.5	2.618865960121802	1.419112880577482	3.530146205173876e-9	-2.5193290104090025	0.41255911779775073
75	2.4738148017364106	0.8	0.2	2.3712479237543227	3.1203403142470103	2.686129748202732	-2.3742122246965716	0.3793853420969285
75	1.8571428571428572	0.8	0.8	2.110558163460293	2.7675496898456915	0.7385555391203941	-2.4126502149645614	0.32837476385197606
75	2.4738148017364106	0.8	0.2	2.091832025420918	2.8058820639599586	3.1415924608745693	-2.2126610845271513	0.2845170802703881
75	2.4738148017364106	0.800486518181151	0.7983851649307864	1.8309301582023219	2.790688046342998	3.1426913394808444	-2.1206888609014376	0.24005842531185642
75	2.4738148017364106	0.8	0.2	1.8271118969819278	2.202293181444222	2.057945194973772	-2.2127088135358814	0.23035239732015592
75	2.4738148017364106	0.8	0.8	1.8373629910838845	0.7148177930252048	1.5057720989894738	-1.977456391709828	0.27775753710371276
75	2.4738148017364106	0.8	0.2	1.5707963267948966	1.5707963267948966	4.341692134198515	-2.044441221836911	0.2334770979832659
75	2.4738148017364106	0.8	0.8	1.3048968275401016	2.420786089831924	1.5086225485940084	-2.1300670257788976	0.3027204504320483
75	2.4738148017364106	0.8	0.2	1.3153319097344882	0.9140912395990651	2.07482943374242	-2.0471412189018907	0.2290359014289775
75	2.4738148017364106	0.8	0.8	1.3110471039419564	0.34699610635149175	3.133202652310444	-2.0481140016484	0.19151288776747083
75	2.4738148017364106	0.8	0.2	1.0497606518538236	0.3357098449828392	3.1416123568579737	-2.1294942064475078	0.21303623553180748
75	1.8571428571428572	0.8050014206396593	0.8013450242992324	1.0391965244841566	0.3406126713932925	0.7794206434388649	-2.189494684958653	0.288816698287256
75	2.4738148017364106	0.8	0.2	0.7702468216916168	0.06316194635912631	4.380800112035927	-2.205236012804978	0.23469821284388184
75	2.4738148017364106	0.8	0.5	0.5227266934679841	1.7224797730150736	-2.2259232303137057e-8	-2.603353640787008	0.2633784546066153
75	3.1633294308785294	0.8	0.8	0.5150848686266716	2.143929150650834	2.421476794688898	-2.1542510772035324	0.27475023548634725
75	1.8571428571428572	0.8	0.8	0.27682484222017123	0.6679241558698251	1.3835003490566568e-8	-2.230668374037927	1.044674535527256
75	3.1633294308785294	0.8166967927335032	0.7250091613168682	0.27737831338255386	2.4835140961536695	3.141592652829962	-2.2557016222620048	0.32456451519311397
75	2.4738148017364106	0.8	0.8	0.2626014004948736	0.9291233528524738	3.141592095894421	-2.2701346962387126	0.5735609497049495
75	3.1633294308785294	0.8	0.8	3.099803561741819	2.1168481020544223	-5.4369537523891585e-9	-2.650954528338225	0.32444683042729267
75	3.1633294308785294	0.8	0.5	2.8871229588663123	2.689174531430288	1.6086033434760718	-2.576379981769383	0.4214971100142905
75	3.1633294308785294	0.8	0.8	2.863485222953766	1.750092572379851	-1.4019730067560196e-9	-2.4141862097825375	0.6541981718945186
75	3.1633294308785294	0.8	0.5	2.613754731367654	2.620534268586674	2.1562699140048256	-2.354786326692408	0.539453632516225
